order_id,timestamp,warehouse_id,city,hour,day_of_week,month,is_weekend,n_items,basket_value_eur,has_heavy_items,primary_category,active_orders,warehouse_utilization,available_riders,rider_utilization,distance_km,temperature_c,is_raining,rain_intensity_mm,wind_speed_kmh,pick_time_min,rider_wait_min,travel_time_min,delivery_time_min,promised_time_min,promise_kept
ORD-006089,2025-05-26 18:41:25,MUC-01,Munich,18,0,5,0,5,9.62,0,fresh_produce,65,0.867,4,13.0,0.84,9.8,0,0.0,22.0,5.9,0.5,4.4,10.8,10,0
ORD-006090,2025-05-26 19:17:01,HAM-01,Hamburg,19,0,5,0,3,7.08,0,frozen,70,1.0,11,5.833,1.21,12.4,0,0.0,20.2,5.9,1.3,8.3,15.5,15,0
ORD-006091,2025-05-26 19:38:50,BER-01,Berlin,19,0,5,0,5,18.75,0,personal_care,43,0.538,9,4.3,1.06,6.5,0,0.0,7.8,4.7,0.1,4.3,9.1,10,1
ORD-006092,2025-05-26 19:55:57,MUC-01,Munich,19,0,5,0,3,5.44,0,frozen,71,0.947,9,7.1,2.85,8.9,0,0.0,21.2,6.3,0.6,15.5,22.4,25,1
ORD-006093,2025-05-26 20:07:33,DUS-01,Düsseldorf,20,0,5,0,3,4.07,0,bakery,41,0.82,7,5.125,3.85,9.9,0,0.0,16.1,5.0,0.5,14.3,19.8,15,0
ORD-006094,2025-05-26 20:25:41,BER-01,Berlin,20,0,5,0,8,28.91,0,personal_care,46,0.575,7,5.75,1.52,12.4,0,0.0,13.8,6.4,0.0,4.1,10.5,10,0
ORD-006095,2025-05-26 20:31:26,BER-01,Berlin,20,0,5,0,3,11.93,0,snacks,63,0.788,7,7.875,2.04,14.7,0,0.0,9.5,6.4,0.1,6.4,12.9,15,1
ORD-006096,2025-05-26 20:50:05,BER-02,Berlin,20,0,5,0,5,19.06,0,fresh_produce,58,0.967,11,4.833,0.68,12.0,0,0.0,12.8,6.9,0.4,1.5,8.8,10,1
ORD-006097,2025-05-26 21:28:12,CGN-01,Cologne,21,0,5,0,5,10.46,0,frozen,45,0.818,7,5.625,2.69,0.7,0,0.0,16.5,6.1,0.1,7.4,13.6,15,1
ORD-006098,2025-05-26 21:31:57,BER-01,Berlin,21,0,5,0,5,12.83,0,bakery,62,0.775,4,12.4,0.6,11.7,0,0.0,8.1,7.2,0.3,1.5,9.0,10,1
ORD-006099,2025-05-26 21:37:58,MUC-01,Munich,21,0,5,0,7,24.42,1,dairy,54,0.72,5,9.0,1.96,12.6,0,0.0,11.5,7.4,0.1,5.4,12.9,15,1
ORD-006100,2025-05-26 21:47:14,BER-01,Berlin,21,0,5,0,4,14.25,0,fresh_produce,80,1.0,13,5.714,1.15,17.0,0,0.0,9.5,6.2,0.2,3.1,9.5,10,1
ORD-006101,2025-05-26 22:40:41,BER-01,Berlin,22,0,5,0,6,23.44,0,meat_fish,27,0.338,4,5.4,1.27,5.0,0,0.0,6.1,4.3,0.1,4.1,8.5,10,1
ORD-006102,2025-05-26 22:45:19,DUS-01,Düsseldorf,22,0,5,0,4,8.41,1,frozen,21,0.42,2,7.0,0.3,10.0,1,11.4,20.5,6.1,2.2,1.5,9.8,10,1
ORD-006103,2025-05-26 22:48:37,CGN-01,Cologne,22,0,5,0,5,20.71,0,beverages,27,0.491,2,9.0,1.65,15.3,0,0.0,10.8,4.0,0.7,5.2,9.9,10,1
ORD-006104,2025-05-27 08:32:55,MUC-01,Munich,8,1,5,0,5,10.64,0,meat_fish,19,0.253,2,6.333,3.17,13.2,0,0.0,15.8,4.2,3.8,15.4,23.4,25,1
ORD-006105,2025-05-27 09:14:46,BER-01,Berlin,9,1,5,0,5,21.14,1,frozen,34,0.425,3,8.5,0.53,9.4,0,0.0,12.4,7.0,1.2,5.0,13.2,15,1
ORD-006106,2025-05-27 10:12:53,BER-02,Berlin,10,1,5,0,6,13.06,0,meat_fish,16,0.267,1,8.0,0.68,10.8,0,0.0,8.1,4.4,3.1,1.6,9.1,10,1
ORD-006107,2025-05-27 10:26:52,BER-01,Berlin,10,1,5,0,5,9.98,0,dairy,18,0.225,4,3.6,0.42,9.5,0,0.0,3.9,3.8,0.6,1.5,5.9,10,1
ORD-006108,2025-05-27 10:34:46,MUC-01,Munich,10,1,5,0,3,11.53,0,alcohol,28,0.373,3,7.0,0.81,14.7,1,5.9,10.5,5.2,1.3,3.0,9.5,10,1
ORD-006109,2025-05-27 10:53:50,MUC-01,Munich,10,1,5,0,9,28.63,1,snacks,24,0.32,3,6.0,1.12,9.9,0,0.0,6.3,7.2,1.7,2.5,11.4,10,0
ORD-006110,2025-05-27 10:59:42,BER-02,Berlin,10,1,5,0,3,8.45,0,household,19,0.317,1,9.5,0.85,9.0,0,0.0,9.2,3.3,1.2,1.9,6.4,10,1
ORD-006111,2025-05-27 11:10:06,BER-02,Berlin,11,1,5,0,3,9.54,0,snacks,14,0.233,2,4.667,2.04,11.7,0,0.0,10.7,2.7,4.7,5.2,12.6,15,1
ORD-006112,2025-05-27 11:15:50,MUC-01,Munich,11,1,5,0,8,12.56,0,meat_fish,35,0.467,7,4.375,1.27,10.2,0,0.0,9.2,5.4,1.3,4.8,11.5,10,0
ORD-006113,2025-05-27 11:27:01,DUS-01,Düsseldorf,11,1,5,0,3,11.59,0,fresh_produce,14,0.28,0,999.0,1.45,12.7,0,0.0,10.0,4.4,2.9,4.3,11.6,10,0
ORD-006114,2025-05-27 12:27:46,HAM-01,Hamburg,12,1,5,0,2,4.97,0,alcohol,51,0.729,8,5.667,2.73,8.0,0,0.0,31.6,3.8,0.0,12.5,16.3,15,0
ORD-006115,2025-05-27 12:45:15,HAM-01,Hamburg,12,1,5,0,3,12.45,0,personal_care,70,1.0,9,7.0,1.74,13.5,0,0.0,4.7,6.5,0.0,5.3,11.8,10,0
ORD-006116,2025-05-27 13:10:19,MUC-01,Munich,13,1,5,0,9,31.37,0,beverages,57,0.76,11,4.75,1.79,16.1,0,0.0,19.7,8.1,0.2,6.3,14.6,15,1
ORD-006117,2025-05-27 14:37:11,BER-02,Berlin,14,1,5,0,6,16.48,0,personal_care,36,0.6,3,9.0,1.75,6.4,0,0.0,17.0,6.0,0.9,7.1,14.0,15,1
ORD-006118,2025-05-27 14:41:29,CGN-01,Cologne,14,1,5,0,4,12.41,1,meat_fish,46,0.836,7,5.75,3.07,6.9,1,0.6,5.2,7.9,0.5,12.1,20.5,25,1
ORD-006119,2025-05-27 14:42:37,CGN-01,Cologne,14,1,5,0,4,9.1,1,fresh_produce,45,0.818,8,5.0,1.05,13.6,1,2.9,22.0,6.5,0.4,4.8,11.7,10,0
ORD-006120,2025-05-27 14:56:39,MUC-01,Munich,14,1,5,0,4,5.7,1,dairy,68,0.907,15,4.25,1.02,18.2,0,0.0,9.9,6.8,0.1,3.2,10.1,10,0
ORD-006121,2025-05-27 16:33:28,HAM-01,Hamburg,16,1,5,0,8,25.87,0,fresh_produce,20,0.286,1,10.0,0.81,10.6,0,0.0,18.7,6.6,0.1,3.3,10.0,10,1
ORD-006122,2025-05-27 17:00:40,DUS-01,Düsseldorf,17,1,5,0,6,16.93,1,bakery,12,0.24,1,6.0,3.85,7.9,0,0.0,9.7,7.2,4.4,15.6,27.2,25,0
ORD-006123,2025-05-27 17:12:04,MUC-01,Munich,17,1,5,0,8,27.35,0,alcohol,34,0.453,6,4.857,1.26,13.5,0,0.0,12.2,6.4,0.3,5.9,12.6,15,1
ORD-006124,2025-05-27 17:16:00,MUC-01,Munich,17,1,5,0,2,7.75,0,snacks,23,0.307,1,11.5,3.73,11.9,0,0.0,4.0,1.1,0.9,14.0,16.0,15,0
ORD-006125,2025-05-27 17:36:53,DUS-01,Düsseldorf,17,1,5,0,4,9.85,0,dairy,14,0.28,1,7.0,1.06,11.7,0,0.0,8.5,4.0,1.8,2.7,8.5,10,1
ORD-006126,2025-05-27 17:43:43,MUC-01,Munich,17,1,5,0,6,18.15,0,dairy,26,0.347,5,4.333,0.3,13.9,0,0.0,4.5,4.7,0.4,1.6,6.7,10,1
ORD-006127,2025-05-27 17:57:41,BER-02,Berlin,17,1,5,0,2,4.69,0,fresh_produce,29,0.483,2,9.667,2.2,11.8,0,0.0,13.6,3.7,0.9,13.4,18.0,15,0
ORD-006128,2025-05-27 18:00:31,BER-01,Berlin,18,1,5,0,3,11.35,1,bakery,63,0.788,14,4.2,1.93,11.4,0,0.0,29.5,5.9,0.7,7.2,13.8,15,1
ORD-006129,2025-05-27 18:33:34,HAM-01,Hamburg,18,1,5,0,5,13.84,0,beverages,65,0.929,12,5.0,1.25,8.8,0,0.0,5.8,7.2,0.1,6.2,13.5,15,1
ORD-006130,2025-05-27 18:34:31,HAM-01,Hamburg,18,1,5,0,6,20.28,0,household,56,0.8,11,4.667,0.72,15.9,0,0.0,23.5,6.1,0.3,5.1,11.5,10,0
ORD-006131,2025-05-27 18:39:19,CGN-01,Cologne,18,1,5,0,1,2.5,1,beverages,39,0.709,3,9.75,0.62,19.0,0,0.0,11.6,5.8,2.0,2.1,9.9,10,1
ORD-006132,2025-05-27 19:49:16,BER-01,Berlin,19,1,5,0,3,11.05,0,snacks,59,0.738,13,4.214,1.21,2.2,0,0.0,28.8,5.0,0.3,4.0,17.7,15,0
ORD-006133,2025-05-27 20:21:10,MUC-01,Munich,20,1,5,0,6,17.49,0,dairy,71,0.947,12,5.462,2.27,12.5,1,1.9,25.1,8.3,0.8,9.3,18.4,15,0
ORD-006134,2025-05-27 20:45:09,BER-02,Berlin,20,1,5,0,6,16.94,1,beverages,34,0.567,3,8.5,1.26,10.7,1,8.5,6.5,5.6,4.6,6.0,16.2,15,0
ORD-006135,2025-05-27 21:26:55,DUS-01,Düsseldorf,21,1,5,0,2,6.67,0,bakery,30,0.6,2,10.0,1.02,11.8,0,0.0,35.9,3.8,0.1,4.3,8.2,10,1
ORD-006136,2025-05-27 21:28:21,HAM-01,Hamburg,21,1,5,0,6,18.41,1,household,55,0.786,5,9.167,2.77,11.5,1,1.6,10.2,8.1,0.5,12.1,20.7,25,1
ORD-006137,2025-05-27 21:58:43,MUC-01,Munich,21,1,5,0,5,16.57,1,snacks,75,1.0,14,5.0,0.71,5.3,0,0.0,12.2,7.2,0.3,2.4,9.9,10,1
ORD-006138,2025-05-27 21:59:42,MUC-01,Munich,21,1,5,0,5,17.22,0,snacks,60,0.8,3,15.0,0.89,10.1,0,0.0,12.0,4.8,0.7,2.6,8.1,10,1
ORD-006139,2025-05-27 22:04:23,BER-01,Berlin,22,1,5,0,6,16.45,0,dairy,29,0.362,3,7.25,0.42,12.4,0,0.0,11.9,5.2,0.0,2.4,7.6,10,1
ORD-006140,2025-05-27 22:53:06,CGN-01,Cologne,22,1,5,0,9,36.38,0,dairy,24,0.436,2,8.0,1.39,16.3,0,0.0,14.6,6.8,0.7,5.0,12.5,15,1
ORD-006141,2025-05-27 23:02:29,BER-01,Berlin,23,1,5,0,7,14.82,0,frozen,21,0.262,2,7.0,0.5,8.5,0,0.0,5.3,7.4,0.8,2.2,10.4,10,0
ORD-006142,2025-05-27 23:03:12,HAM-01,Hamburg,23,1,5,0,4,9.18,1,snacks,13,0.186,1,6.5,1.36,9.2,1,11.6,21.8,3.5,0.9,4.2,8.6,10,1
ORD-006143,2025-05-27 23:13:58,MUC-01,Munich,23,1,5,0,4,17.03,0,meat_fish,16,0.213,2,5.333,1.65,14.0,0,0.0,5.4,2.9,1.0,5.4,9.3,10,1
ORD-006144,2025-05-27 23:21:13,BER-01,Berlin,23,1,5,0,2,4.07,0,snacks,19,0.238,1,9.5,0.72,9.9,0,0.0,5.5,2.3,3.1,2.5,7.9,10,1
ORD-006145,2025-05-27 23:52:25,MUC-01,Munich,23,1,5,0,4,8.72,1,alcohol,34,0.453,5,5.667,3.32,8.3,1,3.8,8.7,6.5,0.1,9.4,16.0,15,0
ORD-006146,2025-05-27 23:57:53,HAM-01,Hamburg,23,1,5,0,6,10.0,0,beverages,18,0.257,3,4.5,0.38,13.1,0,0.0,3.9,5.0,0.1,1.5,6.6,10,1
ORD-006147,2025-05-28 00:50:40,BER-01,Berlin,0,2,5,0,3,8.55,0,meat_fish,35,0.438,3,8.75,1.23,13.0,0,0.0,9.1,4.0,2.1,5.9,12.0,15,1
ORD-006148,2025-05-28 05:20:17,MUC-01,Munich,5,2,5,0,3,4.48,0,frozen,26,0.347,1,13.0,1.01,14.0,0,0.0,4.4,4.1,3.3,5.3,12.7,15,1
ORD-006149,2025-05-28 10:31:51,HAM-01,Hamburg,10,2,5,0,4,15.76,1,beverages,31,0.443,6,4.429,2.06,13.6,0,0.0,4.1,6.2,0.3,5.3,11.8,10,0
ORD-006150,2025-05-28 11:40:13,BER-02,Berlin,11,2,5,0,6,22.84,0,dairy,28,0.467,3,7.0,0.78,9.3,0,0.0,4.3,5.1,0.4,3.7,9.2,10,1
ORD-006151,2025-05-28 11:54:30,BER-01,Berlin,11,2,5,0,6,27.26,1,snacks,18,0.225,1,9.0,2.24,12.2,0,0.0,6.2,4.7,7.2,5.7,26.9,25,0
ORD-006152,2025-05-28 12:34:15,MUC-01,Munich,12,2,5,0,6,11.58,1,alcohol,52,0.693,6,7.429,3.81,8.7,0,0.0,10.5,7.1,0.1,10.5,17.7,15,0
ORD-006153,2025-05-28 12:48:44,BER-02,Berlin,12,2,5,0,4,6.9,0,dairy,43,0.717,6,6.143,1.92,10.9,1,1.0,18.1,4.8,0.0,8.8,13.6,15,1
ORD-006154,2025-05-28 13:07:50,DUS-01,Düsseldorf,13,2,5,0,3,12.69,0,meat_fish,36,0.72,3,9.0,1.56,7.7,0,0.0,8.2,5.3,6.2,3.6,15.1,15,0
ORD-006155,2025-05-28 13:35:18,MUC-01,Munich,13,2,5,0,5,11.68,0,bakery,56,0.747,9,5.6,3.13,11.8,1,2.1,14.8,5.3,0.1,17.2,22.6,25,1
ORD-006156,2025-05-28 14:22:35,BER-02,Berlin,14,2,5,0,12,31.89,1,meat_fish,38,0.633,7,4.75,1.11,8.6,0,0.0,16.1,11.1,0.1,2.9,14.1,15,1
ORD-006157,2025-05-28 14:41:36,HAM-01,Hamburg,14,2,5,0,3,4.24,1,meat_fish,55,0.786,3,13.75,2.29,11.6,0,0.0,9.8,7.1,0.8,8.7,21.8,25,1
ORD-006158,2025-05-28 15:08:52,MUC-01,Munich,15,2,5,0,4,10.79,0,beverages,18,0.24,1,9.0,1.35,9.0,0,0.0,6.4,3.6,15.0,3.4,22.0,25,1
ORD-006159,2025-05-28 16:34:12,MUC-01,Munich,16,2,5,0,6,14.75,1,dairy,15,0.2,2,5.0,2.1,10.6,0,0.0,12.3,6.2,3.4,9.5,19.1,15,0
ORD-006160,2025-05-28 16:39:56,DUS-01,Düsseldorf,16,2,5,0,6,23.53,1,bakery,9,0.18,2,3.0,1.45,6.8,0,0.0,7.5,5.0,0.8,4.4,10.2,10,0
ORD-006161,2025-05-28 17:13:07,DUS-01,Düsseldorf,17,2,5,0,5,10.71,0,fresh_produce,20,0.4,3,5.0,1.28,13.0,0,0.0,5.0,4.0,0.9,7.6,12.5,15,1
ORD-006162,2025-05-28 17:15:00,MUC-01,Munich,17,2,5,0,4,7.38,0,frozen,21,0.28,1,10.5,1.14,10.7,0,0.0,6.8,3.3,0.5,6.5,10.3,10,0
ORD-006163,2025-05-28 17:39:04,MUC-01,Munich,17,2,5,0,4,7.61,0,snacks,15,0.2,1,7.5,1.43,10.1,0,0.0,17.4,2.7,0.3,7.2,10.2,10,0
ORD-006164,2025-05-28 18:13:14,BER-02,Berlin,18,2,5,0,3,4.37,1,fresh_produce,54,0.9,6,7.714,0.93,10.5,0,0.0,23.7,5.3,0.2,6.0,11.5,10,0
ORD-006165,2025-05-28 18:40:51,HAM-01,Hamburg,18,2,5,0,5,11.4,1,fresh_produce,52,0.743,4,10.4,1.77,6.5,0,0.0,4.4,6.9,0.7,6.9,20.7,25,1
ORD-006166,2025-05-28 18:44:43,HAM-01,Hamburg,18,2,5,0,6,21.51,0,bakery,70,1.0,5,11.667,3.96,9.3,0,0.0,11.7,6.2,0.2,16.9,23.3,25,1
ORD-006167,2025-05-28 18:54:21,BER-01,Berlin,18,2,5,0,5,20.33,1,bakery,67,0.838,9,6.7,2.65,8.1,0,0.0,15.2,6.6,0.4,14.8,21.8,25,1
ORD-006168,2025-05-28 19:03:49,BER-02,Berlin,19,2,5,0,7,15.91,1,dairy,41,0.683,3,10.25,1.23,12.3,0,0.0,8.5,7.2,2.1,6.4,15.7,15,0
ORD-006169,2025-05-28 19:17:13,DUS-01,Düsseldorf,19,2,5,0,5,13.55,0,frozen,42,0.84,7,5.25,3.58,15.0,0,0.0,4.9,7.4,0.1,15.0,22.5,25,1
ORD-006170,2025-05-28 19:24:45,CGN-01,Cologne,19,2,5,0,6,19.22,0,snacks,55,1.0,10,5.0,1.83,11.3,0,0.0,18.4,6.7,0.0,7.1,13.8,15,1
ORD-006171,2025-05-28 19:39:29,HAM-01,Hamburg,19,2,5,0,7,22.63,0,bakery,64,0.914,9,6.4,1.49,8.8,0,0.0,17.8,6.4,0.0,6.4,12.8,15,1
ORD-006172,2025-05-28 19:45:16,BER-02,Berlin,19,2,5,0,5,13.49,1,beverages,52,0.867,6,7.429,1.39,8.0,0,0.0,11.0,6.6,0.2,4.1,10.9,10,0
ORD-006173,2025-05-28 20:04:23,MUC-01,Munich,20,2,5,0,5,18.6,0,bakery,53,0.707,5,8.833,1.63,11.1,0,0.0,9.7,5.1,0.8,5.0,15.0,15,1
ORD-006174,2025-05-28 20:53:52,BER-02,Berlin,20,2,5,0,4,14.09,0,alcohol,57,0.95,9,5.7,2.3,9.7,0,0.0,8.4,6.7,0.6,7.3,14.6,15,1
ORD-006175,2025-05-28 20:56:41,BER-01,Berlin,20,2,5,0,5,10.49,0,alcohol,77,0.962,7,9.625,2.88,8.7,0,0.0,12.5,7.1,0.0,7.7,14.8,15,1
ORD-006176,2025-05-28 22:02:22,BER-01,Berlin,22,2,5,0,8,11.34,0,bakery,20,0.25,3,5.0,0.72,8.3,0,0.0,28.1,5.5,0.3,3.1,8.9,10,1
ORD-006177,2025-05-29 00:16:46,BER-02,Berlin,0,3,5,0,6,14.89,1,dairy,27,0.45,4,5.4,0.3,9.9,0,0.0,11.0,7.1,0.3,1.5,8.9,10,1
ORD-006178,2025-05-29 08:02:15,MUC-01,Munich,8,3,5,0,3,4.44,1,beverages,32,0.427,4,6.4,1.65,6.9,0,0.0,14.0,5.4,0.0,9.1,19.2,15,0
ORD-006179,2025-05-29 08:35:06,BER-01,Berlin,8,3,5,0,3,10.63,1,dairy,37,0.462,4,7.4,3.27,13.7,0,0.0,19.1,6.0,0.1,16.0,22.1,25,1
ORD-006180,2025-05-29 08:50:10,BER-01,Berlin,8,3,5,0,4,16.49,0,meat_fish,12,0.15,1,6.0,1.0,6.0,0,0.0,3.7,4.4,0.1,4.6,9.1,10,1
ORD-006181,2025-05-29 09:23:12,HAM-01,Hamburg,9,3,5,0,5,14.19,1,snacks,35,0.5,4,7.0,1.24,13.4,1,3.0,13.5,6.8,0.0,6.8,13.6,15,1
ORD-006182,2025-05-29 10:54:38,HAM-01,Hamburg,10,3,5,0,3,4.1,1,meat_fish,21,0.3,3,5.25,0.57,13.1,0,0.0,9.7,3.8,0.4,1.9,6.1,10,1
ORD-006183,2025-05-29 10:56:12,CGN-01,Cologne,10,3,5,0,7,17.82,0,household,23,0.418,2,7.667,1.86,9.7,0,0.0,4.8,5.3,2.7,4.6,12.6,15,1
ORD-006184,2025-05-29 11:25:46,MUC-01,Munich,11,3,5,0,5,14.02,1,bakery,25,0.333,3,6.25,1.39,15.7,0,0.0,18.1,6.8,1.1,3.8,11.7,10,0
ORD-006185,2025-05-29 11:34:31,MUC-01,Munich,11,3,5,0,4,6.09,0,bakery,24,0.32,4,4.8,1.84,8.5,0,0.0,21.3,4.5,0.9,7.8,13.2,15,1
ORD-006186,2025-05-29 11:54:56,MUC-01,Munich,11,3,5,0,1,2.5,1,frozen,34,0.453,3,8.5,0.81,16.1,1,3.3,12.3,5.5,0.7,3.9,10.1,10,0
ORD-006187,2025-05-29 11:55:53,HAM-01,Hamburg,11,3,5,0,5,17.16,0,fresh_produce,25,0.357,2,8.333,1.07,7.2,0,0.0,11.3,5.7,1.0,1.5,8.2,10,1
ORD-006188,2025-05-29 12:01:49,BER-02,Berlin,12,3,5,0,6,24.46,0,bakery,46,0.767,9,4.6,2.66,10.6,0,0.0,13.6,6.6,0.3,8.2,15.1,15,0
ORD-006189,2025-05-29 12:05:50,CGN-01,Cologne,12,3,5,0,5,15.6,0,bakery,48,0.873,5,8.0,1.59,12.6,0,0.0,7.8,5.8,0.1,4.3,21.8,25,1
ORD-006190,2025-05-29 12:06:46,CGN-01,Cologne,12,3,5,0,6,16.03,1,alcohol,55,1.0,9,5.5,0.57,13.4,0,0.0,21.7,7.7,0.1,1.5,9.3,10,1
ORD-006191,2025-05-29 12:15:47,BER-01,Berlin,12,3,5,0,5,22.59,0,frozen,66,0.825,7,8.25,2.49,10.0,0,0.0,13.9,7.2,0.5,8.8,16.5,15,0
ORD-006192,2025-05-29 12:31:00,DUS-01,Düsseldorf,12,3,5,0,6,22.64,0,alcohol,49,0.98,8,5.444,3.9,4.0,0,0.0,28.8,7.8,0.0,13.2,21.0,25,1
ORD-006193,2025-05-29 12:48:35,DUS-01,Düsseldorf,12,3,5,0,6,24.92,1,beverages,44,0.88,5,7.333,4.04,4.3,0,0.0,11.0,7.6,0.3,15.8,23.7,25,1
ORD-006194,2025-05-29 12:52:17,CGN-01,Cologne,12,3,5,0,2,5.14,1,personal_care,40,0.727,2,13.333,5.1,10.0,1,2.6,5.1,4.2,5.3,20.0,29.5,25,0
ORD-006195,2025-05-29 13:02:03,HAM-01,Hamburg,13,3,5,0,12,25.26,0,personal_care,46,0.657,5,7.667,1.28,16.9,0,0.0,8.5,7.9,0.2,4.3,12.4,15,1
ORD-006196,2025-05-29 13:55:42,CGN-01,Cologne,13,3,5,0,6,17.56,0,dairy,43,0.782,4,8.6,2.96,12.8,1,9.7,14.1,6.2,0.4,14.0,20.6,25,1
ORD-006197,2025-05-29 14:08:38,MUC-01,Munich,14,3,5,0,3,7.86,0,household,66,0.88,14,4.4,0.55,12.1,0,0.0,6.4,3.8,0.6,1.5,5.9,10,1
ORD-006198,2025-05-29 14:12:10,BER-02,Berlin,14,3,5,0,3,16.97,1,fresh_produce,44,0.733,5,7.333,1.91,9.7,0,0.0,7.9,5.2,0.6,3.7,9.5,10,1
ORD-006199,2025-05-29 15:48:51,CGN-01,Cologne,15,3,5,0,5,16.09,0,fresh_produce,19,0.345,1,9.5,1.25,12.4,0,0.0,10.5,4.4,1.6,4.1,19.4,15,0
ORD-006200,2025-05-29 15:52:19,HAM-01,Hamburg,15,3,5,0,4,15.7,0,personal_care,16,0.229,1,8.0,1.1,13.9,0,0.0,12.9,2.4,1.4,2.5,6.3,10,1
ORD-006201,2025-05-29 17:22:56,BER-02,Berlin,17,3,5,0,8,32.89,0,personal_care,16,0.267,1,8.0,1.12,13.0,1,8.6,13.8,4.5,4.9,7.1,16.5,15,0
ORD-006202,2025-05-29 17:25:50,DUS-01,Düsseldorf,17,3,5,0,7,17.47,0,fresh_produce,11,0.22,1,5.5,0.9,10.3,0,0.0,4.7,5.4,0.6,4.8,10.8,10,0
ORD-006203,2025-05-29 17:36:54,CGN-01,Cologne,17,3,5,0,6,17.49,0,frozen,20,0.364,2,6.667,1.95,9.6,0,0.0,15.8,4.3,0.3,8.9,13.5,15,1
ORD-006204,2025-05-29 18:04:29,CGN-01,Cologne,18,3,5,0,2,9.01,0,snacks,34,0.618,6,4.857,2.9,6.5,0,0.0,18.8,3.2,0.2,13.5,16.9,15,0
ORD-006205,2025-05-29 18:13:38,CGN-01,Cologne,18,3,5,0,2,7.91,0,frozen,41,0.745,6,5.857,1.84,11.7,0,0.0,4.6,4.4,0.2,8.6,13.2,15,1
ORD-006206,2025-05-29 18:26:47,MUC-01,Munich,18,3,5,0,3,9.94,0,bakery,47,0.627,11,3.917,0.46,9.2,0,0.0,8.5,3.6,0.3,1.6,5.5,10,1
ORD-006207,2025-05-29 18:38:14,MUC-01,Munich,18,3,5,0,4,17.06,1,beverages,75,1.0,13,5.357,2.28,17.1,1,0.7,8.5,7.1,0.8,13.8,21.7,25,1
ORD-006208,2025-05-29 18:55:01,DUS-01,Düsseldorf,18,3,5,0,3,12.15,0,snacks,42,0.84,2,14.0,0.9,13.8,0,0.0,22.3,5.0,7.2,4.7,16.9,15,0
ORD-006209,2025-05-29 19:11:27,BER-01,Berlin,19,3,5,0,9,32.1,1,personal_care,63,0.788,5,10.5,0.6,11.7,0,0.0,5.7,9.0,0.5,1.5,21.5,25,1
ORD-006210,2025-05-29 19:16:27,CGN-01,Cologne,19,3,5,0,7,20.27,0,meat_fish,40,0.727,7,5.0,0.57,12.6,0,0.0,4.3,6.1,0.2,3.3,9.6,10,1
ORD-006211,2025-05-29 19:24:21,HAM-01,Hamburg,19,3,5,0,6,11.63,1,meat_fish,57,0.814,4,11.4,3.03,12.0,0,0.0,8.6,8.6,0.5,12.9,27.8,25,0
ORD-006212,2025-05-29 19:26:43,DUS-01,Düsseldorf,19,3,5,0,3,5.19,0,beverages,35,0.7,5,5.833,1.38,10.0,0,0.0,13.6,3.6,0.2,6.3,20.5,25,1
ORD-006213,2025-05-29 19:36:39,MUC-01,Munich,19,3,5,0,6,24.17,1,dairy,71,0.947,14,4.733,0.71,11.6,1,3.5,24.8,7.9,0.6,5.4,13.9,15,1
ORD-006214,2025-05-29 19:53:53,BER-01,Berlin,19,3,5,0,3,7.56,0,bakery,47,0.588,8,5.222,0.91,12.2,0,0.0,13.0,5.1,0.3,8.1,13.5,15,1
ORD-006215,2025-05-29 19:58:19,CGN-01,Cologne,19,3,5,0,5,13.07,0,household,47,0.855,5,7.833,2.97,6.9,0,0.0,13.9,7.9,0.4,12.8,21.1,25,1
ORD-006216,2025-05-29 20:02:00,MUC-01,Munich,20,3,5,0,4,14.23,0,frozen,73,0.973,7,9.125,2.23,15.7,0,0.0,11.1,6.3,0.2,7.1,13.6,15,1
ORD-006217,2025-05-29 20:21:39,BER-01,Berlin,20,3,5,0,3,12.66,1,personal_care,74,0.925,15,4.625,1.96,14.0,0,0.0,3.9,7.2,0.2,4.4,11.8,10,0
ORD-006218,2025-05-29 20:23:47,BER-01,Berlin,20,3,5,0,6,16.9,0,bakery,55,0.688,8,6.111,0.53,8.6,0,0.0,10.2,5.3,0.2,1.5,7.0,10,1
ORD-006219,2025-05-29 20:27:24,MUC-01,Munich,20,3,5,0,3,5.47,1,dairy,58,0.773,9,5.8,2.1,11.5,0,0.0,13.5,5.7,0.7,7.0,13.4,15,1
ORD-006220,2025-05-29 20:27:31,BER-02,Berlin,20,3,5,0,9,26.23,0,alcohol,50,0.833,4,10.0,0.59,6.1,0,0.0,7.8,7.7,0.1,1.5,9.3,10,1
ORD-006221,2025-05-29 20:40:15,CGN-01,Cologne,20,3,5,0,4,16.37,1,meat_fish,36,0.655,5,6.0,3.23,12.3,0,0.0,9.1,7.3,0.1,10.4,17.8,15,0
ORD-006222,2025-05-29 22:06:40,BER-02,Berlin,22,3,5,0,5,25.02,0,personal_care,15,0.25,2,5.0,2.08,12.6,0,0.0,16.2,3.1,0.4,5.5,9.0,10,1
ORD-006223,2025-05-29 22:19:51,MUC-01,Munich,22,3,5,0,4,7.82,0,beverages,22,0.293,2,7.333,0.38,11.2,0,0.0,9.2,3.0,8.0,1.5,12.5,15,1
ORD-006224,2025-05-29 22:22:37,BER-02,Berlin,22,3,5,0,3,9.53,0,dairy,22,0.367,4,4.4,1.24,11.1,0,0.0,34.0,3.6,0.2,3.5,7.3,10,1
